info face="DFPNYuanMXBold-B5" size=33 bold=1 italic=0 charset="" unicode=1 stretchH=100 smooth=1 aa=1 padding=1,1,1,1 spacing=0,0 outline=3
common lineHeight=33 base=26 scaleW=1024 scaleH=1024 pages=1 packed=0 alphaChnl=1 redChnl=0 greenChnl=0 blueChnl=0
page id=0 file="tchinese_big_0.png"
chars count=709
char id=10   x=1013  y=263   width=9     height=9     xoffset=-4    yoffset=22    xadvance=0     page=0  chnl=15
char id=13   x=1014  y=272   width=9     height=9     xoffset=-4    yoffset=22    xadvance=12    page=0  chnl=15
char id=32   x=1015  y=228   width=9     height=9     xoffset=-4    yoffset=22    xadvance=12    page=0  chnl=15
char id=33   x=1000  y=193   width=16    height=35    xoffset=-3    yoffset=-2    xadvance=10    page=0  chnl=15
char id=34   x=1000  y=552   width=19    height=18    xoffset=-3    yoffset=-5    xadvance=12    page=0  chnl=15
char id=35   x=229   y=960   width=34    height=34    xoffset=-3    yoffset=-1    xadvance=27    page=0  chnl=15
char id=36   x=185   y=356   width=33    height=39    xoffset=-3    yoffset=-3    xadvance=26    page=0  chnl=15
char id=37   x=40    y=925   width=40    height=35    xoffset=-4    yoffset=-1    xadvance=32    page=0  chnl=15
char id=38   x=124   y=960   width=37    height=34    xoffset=-4    yoffset=-1    xadvance=29    page=0  chnl=15
char id=39   x=1000  y=606   width=16    height=17    xoffset=-4    yoffset=-5    xadvance=8     page=0  chnl=15
char id=40   x=96    y=0     width=18    height=41    xoffset=-4    yoffset=-4    xadvance=10    page=0  chnl=15
char id=41   x=114   y=0     width=18    height=41    xoffset=-4    yoffset=-4    xadvance=10    page=0  chnl=15
char id=42   x=739   y=955   width=29    height=30    xoffset=-4    yoffset=1     xadvance=21    page=0  chnl=15
char id=43   x=676   y=955   width=34    height=32    xoffset=-4    yoffset=0     xadvance=26    page=0  chnl=15
char id=44   x=1000  y=570   width=17    height=18    xoffset=-4    yoffset=18    xadvance=9     page=0  chnl=15
char id=45   x=364   y=992   width=18    height=12    xoffset=-4    yoffset=10    xadvance=11    page=0  chnl=15
char id=46   x=1005  y=769   width=17    height=15    xoffset=-4    yoffset=18    xadvance=9     page=0  chnl=15
char id=47   x=992   y=80    width=25    height=38    xoffset=-4    yoffset=-3    xadvance=17    page=0  chnl=15
char id=48   x=777   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=49   x=1000  y=158   width=19    height=35    xoffset=1     yoffset=-1    xadvance=26    page=0  chnl=15
char id=50   x=296   y=960   width=32    height=34    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=51   x=841   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=52   x=381   y=923   width=34    height=35    xoffset=-4    yoffset=-1    xadvance=26    page=0  chnl=15
char id=53   x=392   y=958   width=32    height=34    xoffset=-3    yoffset=0     xadvance=26    page=0  chnl=15
char id=54   x=713   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=55   x=360   y=958   width=32    height=34    xoffset=-3    yoffset=0     xadvance=26    page=0  chnl=15
char id=56   x=649   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=57   x=809   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=58   x=1000  y=482   width=17    height=26    xoffset=-4    yoffset=7     xadvance=9     page=0  chnl=15
char id=59   x=1000  y=426   width=17    height=29    xoffset=-4    yoffset=7     xadvance=9     page=0  chnl=15
char id=61   x=202   y=994   width=26    height=18    xoffset=-4    yoffset=7     xadvance=18    page=0  chnl=15
char id=63   x=56    y=960   width=28    height=35    xoffset=-4    yoffset=-1    xadvance=20    page=0  chnl=15
char id=64   x=275   y=925   width=37    height=35    xoffset=-4    yoffset=-1    xadvance=29    page=0  chnl=15
char id=65   x=238   y=925   width=37    height=35    xoffset=-4    yoffset=-1    xadvance=29    page=0  chnl=15
char id=66   x=617   y=955   width=32    height=33    xoffset=-3    yoffset=0     xadvance=25    page=0  chnl=15
char id=67   x=583   y=920   width=33    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=68   x=552   y=955   width=33    height=33    xoffset=-3    yoffset=0     xadvance=26    page=0  chnl=15
char id=69   x=585   y=955   width=32    height=33    xoffset=-3    yoffset=0     xadvance=25    page=0  chnl=15
char id=70   x=487   y=957   width=31    height=34    xoffset=-3    yoffset=0     xadvance=24    page=0  chnl=15
char id=71   x=517   y=920   width=33    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=72   x=745   y=920   width=32    height=35    xoffset=-3    yoffset=-1    xadvance=26    page=0  chnl=15
char id=73   x=1000  y=391   width=13    height=35    xoffset=-3    yoffset=-1    xadvance=7     page=0  chnl=15
char id=74   x=993   y=846   width=31    height=35    xoffset=-4    yoffset=-1    xadvance=24    page=0  chnl=15
char id=75   x=904   y=920   width=31    height=35    xoffset=-3    yoffset=-1    xadvance=24    page=0  chnl=15
char id=76   x=456   y=957   width=31    height=34    xoffset=-3    yoffset=-1    xadvance=24    page=0  chnl=15
char id=77   x=312   y=925   width=35    height=35    xoffset=-3    yoffset=-1    xadvance=29    page=0  chnl=15
